Selected,Zip,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,Default
1,90007,59,8,1,0,8,0,1,135151,0,100000,50000,0,0,0.5,0,1770,1
0,90242,84,8,1,0,8,0,1,35000,0,35000,17500,0,0,0.5,0,2520,0
0,92647,120,2,1,0,2,0,1,7500,0,7500,6375,0,0,0.85,0,3600,0
0,92595,21,2,1,2,2,1,1,25035,0,25000,12500,0,0,0.5,1,630,1
0,90703,62,3,1,3,3,37481,2,63104,0,30000,15000,0,0,0.5,0,1860,1
1,90044,300,7,2,0,0,1,0,124000,0,124000,93000,1,1,0.75,0,9000,0
1,94511,84,1,1,0,1,0,1,15000,0,15000,7500,0,0,0.5,0,2520,0
1,92694,20,42,1,0,42,0,1,146560,0,50000,25000,0,0,0.5,1,600,1
0,92701,240,1,1,11,0,1,1,544000,0,544000,544000,0,1,1,0,7200,0
0,92065,22,2,1,0,2,0,1,50000,0,50000,25000,0,0,0.5,1,660,1
0,92618,240,10,1,7,10,1,1,248000,0,248000,248000,0,1,1,0,7200,0
0,92618,240,10,1,7,10,1,1,322000,0,322000,322000,0,1,1,0,7200,0
1,91355,54,6,1,2,6,1,1,62145,0,35000,17500,0,0,0.5,0,1620,1
0,93510,69,1,2,0,1,0,1,27187,0,15000,7500,1,0,0.5,0,2070,1
0,95966,84,1,1,0,1,0,1,64900,0,50000,25000,0,0,0.5,0,2520,0
0,94533,84,10,1,0,10,0,1,44700,0,30000,15000,0,0,0.5,0,2520,0
1,94526,84,1,1,2,1,1,0,21200,0,40000,20000,0,0,0.5,0,2520,0
0,93001,70,3,1,0,3,1,1,19000,0,10000,5000,0,0,0.5,0,2100,1
0,91423,84,2,1,0,2,1,1,85128,0,35000,17500,0,0,0.5,0,2520,0
0,91786,73,2,1,0,2,1,2,32914,0,30000,15000,0,0,0.5,0,2190,1
1,93923,84,2,2,1,3,0,1,25500,0,15000,7500,1,0,0.5,0,2520,0
0,90020,46,2,1,0,2,0,1,52500,0,35000,17500,0,0,0.5,0,1380,1
0,90723,18,11,1,1,12,1,2,104304,0,50000,25000,0,0,0.5,1,540,1
0,92123,32,6,1,0,6,1,1,139952,0,50000,25000,0,0,0.5,0,960,1
1,95828,84,1,1,1,1,0,1,15000,0,15000,7500,0,0,0.5,0,2520,0
0,94607,73,1,1,0,1,0,1,10000,0,10000,8500,0,0,0.85,0,2190,1
1,91917,5,2,1,0,2,1,1,88974,0,55000,27500,0,0,0.5,0,150,1
1,95307,240,2,1,4,0,1,1,157000,0,157000,157000,0,1,1,0,7200,0
0,90731,52,5,1,1,1,0,1,25000,0,25000,21250,0,0,0.85,0,1560,1
0,90405,84,1,1,0,1,1,1,51918,0,10000,5000,0,0,0.5,0,2520,0
1,94804,30,1,1,0,1,0,1,71000,0,35000,17500,0,0,0.5,0,900,1
1,94568,32,1,1,0,1,1,1,25706,0,10000,5000,0,0,0.5,0,960,1
0,92121,240,15,1,8,0,1,1,1124000,0,1124000,1124000,0,1,1,0,7200,0
0,90069,70,1,1,0,1,0,1,65000,0,35000,17500,0,0,0.5,0,2100,1
0,94606,73,7,1,1,7,0,1,82500,0,75000,37500,0,0,0.5,0,2190,1
0,92399,73,1,1,1,1,0,1,35000,0,35000,17500,0,0,0.5,0,2190,1
1,91607,57,3,1,0,3,0,1,77513,0,37000,18500,0,0,0.5,0,1710,1
1,93455,84,5,1,1,5,0,1,100000,0,100000,50000,0,0,0.5,0,2520,0
0,95358,27,5,1,0,5,1,1,135600,0,50000,25000,0,0,0.5,1,810,1
0,94110,240,40,1,8,0,1,1,1029000,0,1029000,1029000,0,1,1,0,7200,0
0,92335,71,6,1,0,6,0,1,100000,0,100000,50000,0,0,0.5,0,2130,1
0,93277,43,1,2,2,3,0,2,150000,0,150000,127500,1,0,0.85,0,1290,1
1,93536,70,8,1,3,8,0,1,70761,0,35000,17500,0,0,0.5,0,2100,1
1,91206,39,3,2,2,3,0,1,10000,0,10000,8500,1,0,0.85,0,1170,1
0,95678,240,4,1,19,0,1,1,798000,0,798000,798000,0,1,1,0,7200,0
1,93536,84,7,1,0,7,0,1,37500,0,40000,20000,0,0,0.5,0,2520,0
0,92108,107,28,1,0,28,0,1,12500,0,12500,10625,0,0,0.85,0,3210,1
0,91739,61,56,1,0,56,1,1,70218,0,35000,17500,0,0,0.5,0,1830,1
1,92117,240,5,1,3,0,1,1,409000,0,409000,409000,0,1,1,0,7200,0
0,92121,41,13,1,0,13,41298,1,550000,0,550000,412500,0,0,0.75,0,1230,1
0,91405,59,1,2,10,10,0,1,10000,0,10000,8500,1,0,0.85,0,1770,1
0,92880,66,1,1,3,1,1,1,65200,0,28000,14000,0,0,0.5,0,1980,1
1,94901,27,6,1,1,6,1,1,101827,0,50000,25000,0,0,0.5,1,810,1
0,90505,240,20,1,3,20,1,1,1491000,0,1491000,1491000,0,1,1,0,7200,0
1,90057,48,4,2,0,4,0,1,19900,0,14000,7000,1,0,0.5,0,1440,1
1,92128,70,15,2,4,19,0,1,52103,0,35000,17500,1,0,0.5,0,2100,1
1,90048,120,10,1,0,0,1,0,250000,0,250000,187500,0,0,0.75,1,3600,0
1,91941,38,2,1,0,2,1,1,94836,0,30000,15000,0,0,0.5,0,1140,1
0,95961,300,4,1,0,0,1,0,150800,0,150800,113100,0,1,0.75,0,9000,0
0,92844,41,4,1,0,4,0,1,72500,0,35000,17500,0,0,0.5,0,1230,1
0,94133,41,1,1,0,1,0,1,38000,0,20000,10000,0,0,0.5,0,1230,1
0,90020,59,7,2,1,1,0,1,10000,0,10000,8500,1,0,0.85,0,1770,1
0,90248,24,6,1,2,6,1,1,100000,0,100000,50000,0,0,0.5,0,720,0
1,92108,63,8,1,0,8,0,1,35000,0,35000,17500,0,0,0.5,0,1890,1
0,90807,240,40,1,60,0,1,1,597000,0,597000,597000,0,1,1,0,7200,0
1,90010,57,0,1,0,0,0,1,20000,0,20000,17000,0,0,0.85,0,1710,1
1,92590,63,5,1,1,5,0,1,127023,0,50000,25000,0,0,0.5,0,1890,1
0,91302,84,2,1,0,2,0,1,45000,0,45000,22500,0,0,0.5,0,2520,0
0,95020,74,2,2,2,4,0,1,39000,0,39000,19500,1,0,0.5,0,2220,1
0,96161,84,1,1,0,1,0,2,161873,0,30000,15000,0,0,0.5,0,2520,0
1,94806,240,1,1,3,0,15710,1,648000,0,773000,773000,0,1,1,0,7200,0
1,94539,84,1,1,0,1,0,1,35000,0,35000,29750,0,0,0.85,0,2520,0
1,93010,72,7,1,5,7,0,1,100000,0,100000,50000,0,0,0.5,0,2160,1
1,91205,300,2,1,0,2,0,1,1400000,0,1400000,1050000,0,1,0.75,0,9000,0
0,94565,66,1,1,0,1,0,1,50000,0,50000,25000,0,0,0.5,0,1980,1
0,95051,84,6,1,0,6,0,1,29672,0,15000,7500,0,0,0.5,0,2520,0
0,92844,66,0,1,0,0,0,1,25000,0,25000,21250,0,0,0.85,0,1980,1
1,91203,57,8,1,0,8,0,1,52300,0,25000,12500,0,0,0.5,0,1710,1
1,95648,70,4,1,2,4,0,1,64494,0,35000,17500,0,0,0.5,0,2100,1
0,95490,36,2,1,0,2,1,2,20000,0,20000,10000,0,0,0.5,0,1080,0
0,91784,46,1,1,0,1,1,2,83916,0,37500,18750,0,0,0.5,0,1380,1
0,95127,54,2,2,0,2,0,1,35000,0,35000,29750,1,0,0.85,0,1620,1
1,94526,84,2,1,2,2,1,1,86967,0,47000,23500,0,0,0.5,0,2520,0
1,92618,240,3,1,2,3,1,1,310000,0,310000,310000,0,1,1,0,7200,0
0,94587,53,4,1,1,5,0,1,109550,0,50000,25000,0,0,0.5,0,1590,1
1,94550,84,1,1,0,1,1,1,49320,0,25000,12500,0,0,0.5,0,2520,0
0,92672,64,1,1,0,1,0,1,35000,0,35000,17500,0,0,0.5,0,1920,1
0,92056,240,70,1,10,70,1,1,641000,0,641000,641000,0,1,1,0,7200,0
0,90018,64,4,1,3,4,0,1,35000,0,35000,29750,0,0,0.85,0,1920,1
1,92807,109,3,1,2,3,0,1,10000,0,10000,8500,0,0,0.85,0,3270,1
1,91711,42,1,1,1,1,1,1,100000,0,100000,50000,0,0,0.5,0,1260,1
1,90274,12,1,2,1,1,1,1,200000,0,200000,100000,1,0,0.5,1,360,0
1,90241,84,4,1,2,4,1,2,55077,0,50000,25000,0,0,0.5,0,2520,0
1,91910,62,5,1,0,5,0,1,39584,0,20000,10000,0,0,0.5,0,1860,1
1,94595,66,1,1,0,1,1,1,55000,0,55000,27500,0,0,0.5,0,1980,1
0,90046,84,2,1,2,2,1,2,43753,0,25000,12500,0,0,0.5,0,2520,0
1,92805,84,1,2,0,1,1,1,17487,0,10000,5000,1,0,0.5,0,2520,0
0,92880,37,2,1,0,2,0,1,62500,0,29000,14500,0,0,0.5,0,1110,1
1,92056,84,2,1,0,2,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,91311,95,13,1,6,7,69149,1,132000,0,132000,112200,0,0,0.85,0,2850,1
0,92801,24,2,1,0,2,1,1,10000,0,10000,5000,0,0,0.5,1,720,0
0,92530,74,4,1,2,6,0,1,28010,0,15000,7500,0,0,0.5,0,2220,1
0,92840,36,5,2,0,5,0,1,41905,0,40000,20000,1,0,0.5,0,1080,1
1,90029,47,1,1,0,1,0,1,37500,0,25000,12500,0,0,0.5,0,1410,1
1,92562,240,9,1,4,0,1,1,761000,0,761000,761000,0,1,1,0,7200,0
1,91914,240,1,1,3,0,1,1,231000,0,231000,231000,0,1,1,0,7200,0
0,93060,53,2,1,1,3,0,1,59667,0,25000,12500,0,0,0.5,0,1590,1
1,91701,55,3,2,2,3,1,2,153897,0,45000,22500,1,0,0.5,0,1650,1
0,90745,61,0,1,0,0,0,1,128478,0,50000,25000,0,0,0.5,0,1830,1
1,95020,168,2,1,2,4,1,1,320500,0,320500,240375,0,0,0.75,0,5040,0
0,91331,67,7,1,0,7,0,1,103059,0,50000,25000,0,0,0.5,0,2010,1
0,90802,0,3,1,0,3,1,1,20000,0,20000,10000,0,0,0.5,0,0,1
1,92014,78,3,1,0,3,0,1,50000,0,50000,25000,0,0,0.5,0,2340,1
1,90066,84,2,1,2,2,1,1,50000,0,50000,25000,0,0,0.5,0,2520,0
1,92129,64,2,1,0,2,1,1,49773,0,25000,12500,0,0,0.5,0,1920,1
0,92866,72,2,2,0,2,1,1,49753,0,50000,25000,1,0,0.5,0,2160,1
0,92037,57,2,2,1,3,0,1,88911,0,40000,20000,1,0,0.5,0,1710,1
0,92008,72,1,1,0,1,1,1,69000,0,67000,33500,0,0,0.5,0,2160,1
1,91746,84,1,1,0,1,1,2,36317,0,27000,13500,0,0,0.5,0,2520,0
0,90010,62,0,1,0,0,0,1,35000,0,35000,29750,0,0,0.85,0,1860,1
0,90240,35,4,1,4,4,1,2,60963,0,25000,12500,0,0,0.5,0,1050,1
1,92084,31,3,1,0,3,0,1,78191,0,45000,22500,0,0,0.5,0,930,1
0,91910,240,25,1,8,0,18160,1,529000,0,529000,529000,0,1,1,0,7200,0
1,92122,68,5,1,0,5,1,1,69197,0,40000,20000,0,0,0.5,0,2040,1
1,92117,72,1,1,0,1,0,1,70000,0,35000,17500,0,0,0.5,0,2160,1
0,94538,84,1,1,0,1,0,1,67011,0,50000,25000,0,0,0.5,0,2520,0
1,95220,92,12,1,0,12,1,1,700000,0,700000,525000,0,0,0.75,0,2760,1
1,92129,84,2,1,0,2,0,1,110010,0,36000,18000,0,0,0.5,0,2520,0
0,92121,62,3,1,0,3,0,1,40739,0,25000,12500,0,0,0.5,0,1860,1
1,94804,44,4,1,0,4,1,1,98333,0,100000,50000,0,0,0.5,0,1320,1
0,93063,61,6,1,0,6,0,1,24666,0,16500,8250,0,0,0.5,0,1830,1
1,95370,84,3,1,0,3,1,1,41471,0,25000,12500,0,0,0.5,0,2520,0
1,95926,84,1,1,0,1,0,1,61401,0,50000,25000,0,0,0.5,0,2520,0
0,92868,240,17,1,5,0,1,1,720000,0,720000,720000,0,1,1,0,7200,0
0,92021,78,1,2,0,1,0,1,40000,0,40000,34000,1,0,0.85,0,2340,1
1,94533,73,10,1,0,10,0,1,2000000,0,2000000,1500000,0,0,0.75,0,2190,1
0,94925,80,2,1,0,2,1,1,200000,0,200000,150000,0,0,0.75,0,2400,0
0,90807,35,1,1,0,1,1,2,65722,0,25000,12500,0,0,0.5,0,1050,1
1,92130,84,2,1,2,2,1,1,18238,0,10000,5000,0,0,0.5,0,2520,0
0,91730,66,8,1,8,8,0,1,100000,0,100000,50000,0,0,0.5,0,1980,1
1,91748,84,2,1,1,2,1,1,115000,0,100000,50000,0,0,0.5,0,2520,0
0,94080,85,11,1,2,11,1,1,100000,0,100000,85000,0,0,0.85,0,2550,0
1,93905,57,1,2,0,1,0,1,7500,0,5000,2500,1,0,0.5,0,1710,1
0,93905,84,1,2,0,1,0,1,7500,0,5000,2500,1,0,0.5,0,2520,1
1,91344,59,4,1,0,4,0,1,195000,0,100000,50000,0,0,0.5,0,1770,1
1,94544,84,1,1,0,1,1,1,48350,0,26000,13000,0,0,0.5,0,2520,0
1,92126,55,10,1,3,10,1,2,72175,0,30000,15000,0,0,0.5,0,1650,1
1,91730,276,3,1,0,3,1,1,1944300,0,1944300,1458225,0,1,0.75,0,8280,1
0,91784,120,3,1,0,3,1,1,450000,0,450000,337500,0,0,0.75,0,3600,0
1,92111,54,1,1,0,1,1,1,69500,0,45000,22500,0,0,0.5,0,1620,1
0,95010,120,7,1,0,6,1,0,216000,0,216000,162000,0,0,0.75,1,3600,0
0,90045,51,5,1,0,5,0,1,52500,0,35000,17500,0,0,0.5,0,1530,1
1,95113,57,1,1,0,1,1,1,42925,0,25000,12500,0,0,0.5,0,1710,1
0,92101,120,2,2,0,2,0,1,148000,0,148000,125800,1,0,0.85,0,3600,0
1,93401,46,1,1,1,1,1,2,98180,0,50000,25000,0,0,0.5,0,1380,1
0,90010,45,0,2,0,0,0,1,10000,0,10000,8500,1,0,0.85,0,1350,1
1,91364,84,2,1,0,2,0,1,70000,0,50000,25000,0,0,0.5,0,2520,0
1,93551,37,1,1,0,1,0,1,14805,0,10000,5000,0,0,0.5,0,1110,1
1,92069,300,2,1,0,2,1,0,108000,0,108000,81000,0,1,0.75,0,9000,0
0,90230,63,3,1,1,4,0,1,15000,0,15000,12750,0,0,0.85,0,1890,1
1,94087,240,3,1,2,0,1,1,1093000,0,1093000,1093000,0,1,1,0,7200,0
0,94602,84,6,1,4,6,1,2,125155,0,45000,22500,0,0,0.5,0,2520,0
1,95008,58,5,1,0,5,0,1,124060,0,50000,25000,0,0,0.5,0,1740,1
1,93030,67,2,1,0,2,0,1,35000,0,35000,17500,0,0,0.5,0,2010,1
1,93706,240,15,1,5,0,1,0,414000,0,446000,446000,0,1,1,0,7200,0
1,91744,53,2,1,1,2,0,1,68791,0,25000,12500,0,0,0.5,0,1590,1
1,90006,42,8,1,0,8,1,1,14662,0,10000,5000,0,0,0.5,0,1260,1
0,91910,68,1,1,0,1,1,1,61427,0,30000,15000,0,0,0.5,0,2040,1
1,95340,85,1,2,1,1,1,1,277000,0,277000,207750,1,0,0.75,0,2550,0
0,91750,99,1,1,1,1,0,1,50000,0,50000,42500,0,0,0.85,0,2970,1
0,90006,0,8,1,0,8,1,1,90000,0,90000,45000,0,0,0.5,0,0,1
1,92530,66,1,1,1,1,1,1,56829,0,30000,15000,0,0,0.5,0,1980,1
1,92405,88,5,2,1,5,0,1,25000,0,25000,21250,1,0,0.85,0,2640,1
1,91344,84,3,1,0,3,37481,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,91789,84,6,1,0,6,0,1,12350,0,5000,2500,0,0,0.5,0,2520,0
1,91730,36,17,1,0,17,1,1,50000,0,50000,42500,0,0,0.85,0,1080,0
0,91913,283,1,1,0,1,1,1,373100,0,373100,279825,0,1,0.75,0,8490,1
0,92065,240,42,1,18,0,1,2,585000,0,585000,585000,0,1,1,0,7200,0
1,91101,84,1,2,1,1,0,1,20000,0,20000,10000,1,0,0.5,0,2520,0
1,93534,240,113,1,8,0,1,1,1025000,0,1025000,1025000,0,1,1,0,7200,0
0,94610,84,32,1,0,32,1,1,89026,0,50000,25000,0,0,0.5,0,2520,0
0,90620,37,1,2,0,1,0,1,111425,0,37000,18500,1,0,0.5,0,1110,1
1,90048,84,3,1,0,3,1,1,46543,0,40000,20000,0,0,0.5,0,2520,0
1,90048,58,2,1,4,2,1,1,109948,0,50000,25000,0,0,0.5,0,1740,1
0,90745,64,2,1,0,2,0,1,88851,0,35000,17500,0,0,0.5,0,1920,1
1,92592,9,2,1,2,2,1,1,92803,0,50000,25000,0,0,0.5,1,270,1
1,91306,67,8,2,0,8,0,1,24972,0,15000,7500,1,0,0.5,0,2010,1
0,94509,30,6,2,6,6,1,1,146462,0,60000,30000,1,0,0.5,0,900,1
0,90048,34,1,1,2,1,1,1,105000,0,50000,25000,0,0,0.5,0,1020,1
0,90004,84,1,1,0,1,1,1,27000,0,27000,13500,0,0,0.5,0,2520,0
0,90045,84,3,1,2,5,1,0,10000,0,10000,5000,0,0,0.5,0,2520,0
0,94541,84,5,1,0,5,1,1,45061,0,20000,10000,0,0,0.5,0,2520,0
1,91773,54,17,1,0,17,0,1,121210,0,50000,25000,0,0,0.5,0,1620,1
0,91763,57,2,1,0,2,0,1,6861,0,5000,2500,0,0,0.5,0,1710,1
0,92807,64,1,1,0,0,0,1,19260,0,20000,10000,0,0,0.5,0,1920,1
1,91344,34,2,1,2,2,1,1,156000,0,156000,78000,0,0,0.5,0,1020,1
0,90803,36,1,1,0,1,0,1,17000,0,17000,8500,0,0,0.5,0,1080,1
1,92240,60,1,1,0,1,0,1,132578,0,50000,25000,0,0,0.5,0,1800,1
0,95112,109,3,1,4,3,0,1,12500,0,12500,10625,0,0,0.85,0,3270,0
1,95123,84,1,2,0,0,0,1,15000,0,15000,7500,1,0,0.5,0,2520,0
1,92126,56,6,1,0,0,1,1,22215,0,10000,5000,0,0,0.5,0,1680,1
1,90001,64,4,1,0,4,0,1,47000,0,30000,15000,0,0,0.5,0,1920,1
0,90201,108,1,1,1,1,1,0,50000,0,50000,40000,0,0,0.8,1,3240,0
1,93551,259,22,1,6,22,1,1,542200,0,542200,406650,0,1,0.75,0,7770,1
1,91768,240,4,2,2,0,1,1,425000,0,425000,425000,1,1,1,0,7200,0
1,91504,84,5,2,0,5,0,1,150000,0,150000,75000,1,0,0.5,0,2520,0
1,94505,65,1,1,0,1,0,1,50000,0,50000,25000,0,0,0.5,0,1950,1
0,94566,55,4,1,0,4,0,1,52500,0,35000,17500,0,0,0.5,0,1650,1
0,94618,240,6,1,10,16,1,0,394000,0,394000,394000,0,1,1,0,7200,0
1,94030,59,12,1,0,12,0,1,195266,0,100000,50000,0,0,0.5,0,1770,1
1,91311,62,1,1,0,1,0,1,55619,0,37000,18500,0,0,0.5,0,1860,1
1,92683,3,8,1,0,8,0,1,79800,0,50000,25000,0,0,0.5,1,90,1
0,92683,84,8,1,0,8,0,1,10121,0,10000,5000,0,0,0.5,0,2520,0
1,91605,120,12,1,0,12,1,0,300000,0,300000,89031,0,0,0.29677,1,3600,0
0,92139,60,8,1,7,8,1,1,90325,0,35000,17500,0,0,0.5,0,1800,1
0,93291,52,2,1,0,0,1,1,30771,0,15000,7500,0,0,0.5,0,1560,1
0,94550,240,3,1,8,0,68060,0,245000,0,245000,245000,0,1,1,0,7200,0
0,92115,60,3,1,0,3,1,1,20000,0,20000,10000,0,0,0.5,0,1800,0
0,92630,69,1,1,0,1,0,2,68500,0,50000,25000,0,0,0.5,0,2070,1
0,92324,120,24,1,0,24,1,1,866900,0,866900,650175,0,0,0.75,0,3600,0
0,90018,59,1,1,0,0,0,1,25000,0,25000,21250,0,0,0.85,0,1770,1
0,92103,84,1,1,1,2,0,1,10000,0,10000,5000,0,0,0.5,0,2520,0
1,95112,84,2,1,0,2,0,1,50000,0,50000,25000,0,0,0.5,0,2520,0
1,91744,300,10,1,0,10,1,0,315000,0,315000,236250,0,1,0.75,0,9000,0
1,92653,54,12,1,12,12,1,1,66881,0,35000,17500,0,0,0.5,0,1620,1
0,91107,16,2,1,0,0,0,1,37260,0,25000,12500,0,0,0.5,1,480,1
1,91941,51,1,1,0,1,1,1,65944,0,35000,17500,0,0,0.5,0,1530,1
1,94509,72,2,1,0,2,0,1,30600,0,20000,10000,0,0,0.5,0,2160,1
0,94502,240,1,1,4,0,79897,1,291000,0,291000,291000,0,1,1,0,7200,0
1,92705,36,1,1,0,1,1,1,25000,0,25000,12500,0,0,0.5,0,1080,0
0,94551,66,1,2,0,0,0,1,44665,0,30000,15000,1,0,0.5,0,1980,1
0,94703,110,1,1,0,1,0,1,25000,0,25000,21250,0,0,0.85,0,3300,1
0,92804,36,3,1,0,0,1,1,25000,0,25000,12500,0,0,0.5,0,1080,0
1,92307,73,3,1,100,3,1,1,90496,0,50000,25000,0,0,0.5,0,2190,1
1,90043,69,3,1,2,3,0,1,101259,0,50000,25000,0,0,0.5,0,2070,1
0,90008,39,1,1,1,1,0,1,15000,0,15000,12750,0,0,0.85,0,1170,1
1,95337,68,3,1,0,3,1,2,29509,0,15000,7500,0,0,0.5,0,2040,0
1,95688,84,3,1,1,3,0,1,30665,0,12700,6350,0,0,0.5,0,2520,0
1,92870,58,3,1,0,3,0,1,113622,0,50000,25000,0,0,0.5,0,1740,1
1,92069,300,8,1,0,8,1,0,158500,0,158500,118875,0,1,0.75,0,9000,0
0,92626,84,35,2,0,35,1,1,24939,0,10000,5000,1,0,0.5,0,2520,0
1,90069,84,3,1,0,3,1,1,22500,0,15000,7500,0,0,0.5,0,2520,0
0,92078,84,3,2,0,3,0,1,20100,0,20000,10000,1,0,0.5,0,2520,0
0,93012,43,3,1,2,3,1,1,67455,0,30000,15000,0,0,0.5,0,1290,1
1,92801,240,3,1,1,0,1,1,281000,0,281000,281000,0,1,1,0,7200,0
1,95820,28,6,1,2,8,0,1,28163,0,20000,10000,0,0,0.5,0,840,0
0,94531,240,2,1,4,0,1,1,268000,0,268000,268000,0,1,1,0,7200,0
1,92624,60,2,1,0,2,1,1,25000,0,25000,12500,0,0,0.5,0,1800,0
0,94513,57,2,1,0,2,0,1,66955,0,30000,15000,0,0,0.5,0,1710,1
0,93065,300,74,1,4,74,15710,0,252200,0,252200,189150,0,1,0.75,0,9000,0
1,93065,120,74,1,4,74,1,0,100000,0,100000,75000,0,0,0.75,1,3600,0
0,92653,300,67,1,0,67,1,0,510800,0,510800,383100,0,1,0.75,0,9000,0
1,91910,68,4,1,2,4,1,1,116990,0,100000,50000,0,0,0.5,0,2040,1
1,91773,65,1,1,0,0,0,1,35000,0,35000,29750,0,0,0.85,0,1950,1
0,94619,47,1,1,2,1,0,1,25000,0,25000,21250,0,0,0.85,0,1410,1
0,95159,84,1,1,1,1,0,1,5000,0,5000,4250,0,0,0.85,0,2520,1
1,91364,240,10,1,5,10,1,1,1799000,0,1799000,1799000,0,1,1,0,7200,0
1,95608,84,7,1,2,9,0,1,46000,0,20000,10000,0,0,0.5,0,2520,0
1,91730,53,22,1,0,22,0,1,129020,0,50000,25000,0,0,0.5,0,1590,1
0,91978,48,1,2,0,1,1,1,30000,0,30000,15000,1,0,0.5,0,1440,0
1,93003,29,1,1,0,1,0,1,29914,0,20000,10000,0,0,0.5,0,870,1
0,92879,70,0,1,0,0,0,1,25000,0,25000,21250,0,0,0.85,0,2100,1
1,92126,57,12,1,0,12,0,1,128984,0,50000,25000,0,0,0.5,0,1710,1
1,92028,51,2,2,0,2,1,1,24190,0,10000,5000,1,0,0.5,0,1530,1
1,92821,75,6,1,1,6,1,1,79860,0,50000,25000,0,0,0.5,0,2250,1
0,92821,49,6,1,1,6,1,1,50000,0,50000,25000,0,0,0.5,0,1470,1
0,90680,300,12,1,12,0,1,1,1048000,0,1048000,786000,0,1,0.75,0,9000,0
0,94065,39,6,1,0,6,0,1,121526,0,50000,25000,0,0,0.5,0,1170,1
1,91011,84,2,2,1,2,0,1,5600,0,5000,2500,1,0,0.5,0,2520,0
1,90024,84,4,1,0,4,0,1,30000,0,30000,15000,0,0,0.5,0,2520,0
1,94124,60,2,1,0,2,0,1,36034,0,22000,11000,0,0,0.5,0,1800,0
1,95405,120,16,1,0,16,1,0,307000,0,307000,230250,0,0,0.75,1,3600,0
1,96080,54,2,1,0,2,0,1,54312,0,35000,17500,0,0,0.5,0,1620,1
0,90254,84,4,2,1,4,1,1,158144,0,50000,25000,1,0,0.5,0,2520,0
0,93274,44,5,1,0,5,0,1,114584,0,50000,25000,0,0,0.5,0,1320,1
0,92084,240,16,1,4,12,1,0,452000,0,452000,452000,0,1,1,0,7200,0
1,91040,84,1,1,4,1,1,1,30000,0,30000,15000,0,0,0.5,0,2520,0
0,92128,27,4,1,0,4,0,1,35000,0,35000,29750,0,0,0.85,0,810,1
1,90025,15,17,1,3,17,1,0,750000,0,750000,562500,0,0,0.75,0,450,1
1,94545,240,15,1,0,15,1,0,501000,0,501000,501000,0,1,1,0,7200,0
0,92563,72,2,1,0,2,1,1,52776,0,30000,15000,0,0,0.5,0,2160,1
0,90255,264,25,1,5,20,1,1,1596200,0,1596200,1197150,0,1,0.75,0,7920,0
1,90048,120,12,1,0,12,1,0,75000,0,75000,60000,0,0,0.8,1,3600,0
0,91910,48,15,1,0,15,1,1,25000,0,25000,12500,0,0,0.5,0,1440,1
0,92868,84,3,1,5,3,1,1,40000,0,40000,20000,0,0,0.5,0,2520,0
1,95825,72,1,1,0,1,0,1,50000,0,50000,25000,0,0,0.5,0,2160,1
1,90041,84,8,1,0,8,0,1,20000,0,20000,10000,0,0,0.5,0,2520,0
0,90004,50,5,1,0,5,1,1,42478,0,30000,15000,0,0,0.5,0,1500,1
1,92656,240,4,1,5,4,1,1,268000,0,268000,268000,0,1,1,0,7200,0
1,92009,84,1,1,0,1,1,1,50000,0,50000,25000,0,0,0.5,0,2520,0
0,92647,56,1,2,0,1,0,1,23262,0,15000,7500,1,0,0.5,0,1680,1
0,92508,54,1,1,3,1,1,1,40876,0,19000,9500,0,0,0.5,0,1620,1
0,91423,63,2,1,0,2,0,1,125537,0,50000,25000,0,0,0.5,0,1890,1
0,94087,51,1,1,2,3,1,1,60407,0,25000,12500,0,0,0.5,0,1530,1
1,90019,55,1,2,3,3,1,0,150000,0,150000,127500,1,0,0.85,0,1650,1
1,94010,84,2,1,0,2,0,1,80606,0,40000,20000,0,0,0.5,0,2520,0
1,95127,240,3,1,1,0,1,1,318000,0,318000,318000,0,1,1,0,7200,0
0,94558,240,12,1,15,0,1,1,1655000,0,1655000,1655000,0,1,1,0,7200,0
0,95014,89,4,2,1,4,0,1,10000,0,10000,8500,1,0,0.85,0,2670,1
1,90292,48,7,1,0,7,0,1,50000,0,50000,42500,0,0,0.85,0,1440,1
0,93001,300,10,1,0,0,1,1,180000,0,180000,135000,0,1,0.75,0,9000,0
0,94536,60,4,1,4,4,1,1,50000,0,50000,25000,0,0,0.5,0,1800,0
1,95828,240,50,1,50,0,1,1,1583000,0,1583000,1583000,0,1,1,0,7200,0
0,94514,84,4,1,0,4,0,1,34520,0,10000,5000,0,0,0.5,0,2520,0
1,90703,70,2,1,1,2,1,1,51400,0,50000,25000,0,0,0.5,0,2100,1
0,91321,84,2,1,0,2,0,1,34433,0,12000,6000,0,0,0.5,0,2520,0
0,91732,51,4,1,0,4,1,1,70000,0,30000,15000,0,0,0.5,0,1530,1
0,93401,12,4,2,0,4,1,2,47499,0,25000,12500,1,0,0.5,1,360,0
1,94044,53,3,1,0,3,1,1,75873,0,30000,15000,0,0,0.5,0,1590,1
